2.0 	6.800 	180.0 	30.0 
2.0 	7.500 	180.0 	30.0 
2.0 	8.500 	180.0 	30.0 
2.0 	7.500 	180.0 	30.0 
2.0 	8.600 	180.0 	30.0 
2.0 	7.300 	180.0 	30.0 
2.0 	8.300 	180.0 	30.0 
2.0 	7.300 	180.0 	30.0 
2.0 	6.900 	180.0 	30.0 
2.0 	7.700 	180.0 	30.0 
2.0 	7.375 	180.0 	30.0 
2.0 	6.700 	180.0 	30.0 
2.0 	7.000 	180.0 	30.0 
2.0 	7.900 	180.0 	30.0 
2.0 	7.833 	180.0 	30.0 
2.0 	7.100 	180.0 	30.0 
2.0 	7.200 	180.0 	30.0 
2.0 	7.000 	180.0 	30.0 
2.0 	8.125 	180.0 	30.0 
2.0 	6.667 	180.0 	30.0 
2.0 	7.300 	180.0 	30.0 
2.0 	7.100 	180.0 	30.0 
2.0 	7.100 	180.0 	30.0 
2.0 	8.100 	180.0 	30.0 
2.0 	7.250 	180.0 	30.0 
2.0 	7.500 	180.0 	30.0 
2.0 	8.600 	180.0 	30.0 
2.0 	8.625 	180.0 	30.0 
2.0 	8.700 	180.0 	30.0 
2.0 	7.900 	180.0 	30.0 
2.0 	6.800 	180.0 	30.0 
2.0 	6.583 	180.0 	30.0 
2.0 	7.625 	180.0 	30.0 
2.0 	6.900 	180.0 	30.0 
2.0 	7.200 	180.0 	30.0 
2.0 	8.900 	180.0 	30.0 
2.0 	8.200 	180.0 	30.0 
2.0 	7.600 	180.0 	30.0 
2.0 	9.625 	180.0 	30.0 
2.0 	7.667 	180.0 	30.0 
2.0 	6.700 	180.0 	30.0 
2.0 	8.000 	180.0 	30.0 
2.0 	7.200 	180.0 	30.0 
2.0 	7.200 	180.0 	30.0 
2.0 	8.700 	180.0 	30.0 
2.0 	7.800 	180.0 	30.0 
2.0 	7.583 	180.0 	30.0 
2.0 	7.500 	180.0 	30.0 
2.0 	7.400 	180.0 	30.0 
2.0 	8.200 	180.0 	30.0 
2.0 	7.500 	180.0 	30.0 
2.0 	8.667 	180.0 	30.0 
2.0 	7.900 	180.0 	30.0 
2.0 	7.700 	180.0 	30.0 
2.0 	7.700 	180.0 	30.0 
2.0 	8.000 	180.0 	30.0 
2.0 	7.500 	180.0 	30.0 
2.0 	6.000 	180.0 	30.0 
2.0 	7.300 	180.0 	30.0 
2.0 	8.700 	180.0 	30.0 
2.0 	6.875 	180.0 	30.0 
2.0 	6.917 	180.0 	30.0 
2.0 	9.375 	180.0 	30.0 
2.0 	7.300 	180.0 	30.0 
2.0 	7.900 	180.0 	30.0 
2.0 	7.583 	180.0 	30.0 
2.0 	7.600 	180.0 	30.0 
2.0 	6.000 	180.0 	30.0 
2.0 	6.833 	180.0 	30.0 
2.0 	6.600 	180.0 	30.0 
2.0 	8.300 	180.0 	30.0 
2.0 	7.417 	180.0 	30.0 
2.0 	6.917 	180.0 	30.0 
2.0 	6.667 	180.0 	30.0 
2.0 	7.500 	180.0 	30.0 
2.0 	7.800 	180.0 	30.0 
2.0 	5.900 	180.0 	30.0 
2.0 	6.700 	180.0 	30.0 
2.0 	7.300 	180.0 	30.0 
2.0 	5.900 	180.0 	30.0 
2.0 	6.800 	180.0 	30.0 
2.0 	7.833 	180.0 	30.0 
2.0 	7.100 	180.0 	30.0 
2.0 	8.250 	180.0 	30.0 
2.0 	6.300 	180.0 	30.0 
2.0 	8.400 	180.0 	30.0 
2.0 	7.500 	180.0 	30.0 
2.0 	7.500 	180.0 	30.0 
2.0 	7.700 	180.0 	30.0 
2.0 	7.700 	180.0 	30.0 
2.0 	6.200 	180.0 	30.0 
2.0 	6.900 	180.0 	30.0 
2.0 	7.700 	180.0 	30.0 
2.0 	6.167 	180.0 	30.0 
2.0 	5.900 	180.0 	30.0 
2.0 	6.400 	180.0 	30.0 
2.0 	6.800 	180.0 	30.0 
2.0 	6.800 	180.0 	30.0 
2.0 	5.900 	180.0 	30.0 
2.0 	7.667 	180.0 	30.0 
2.0 	7.625 	180.0 	30.0 
2.0 	7.250 	180.0 	30.0 
2.0 	5.800 	180.0 	30.0 
2.0 	6.900 	180.0 	30.0 
2.0 	6.000 	180.0 	30.0 
2.0 	6.000 	180.0 	30.0 
2.0 	6.100 	180.0 	30.0 
2.0 	5.917 	180.0 	30.0 
2.0 	6.083 	180.0 	30.0 
2.0 	6.000 	180.0 	30.0 
2.0 	7.300 	180.0 	30.0 
2.0 	6.400 	180.0 	30.0 
2.0 	6.667 	180.0 	30.0 
2.0 	5.750 	180.0 	30.0 
2.0 	7.500 	180.0 	30.0 
2.0 	6.800 	180.0 	30.0 
2.0 	6.200 	180.0 	30.0 
2.0 	5.750 	180.0 	30.0 
2.0 	6.667 	180.0 	30.0 
2.0 	5.917 	180.0 	30.0 
2.0 	6.600 	180.0 	30.0 
2.0 	6.400 	180.0 	30.0 
2.0 	7.900 	180.0 	30.0 
2.0 	6.200 	180.0 	30.0 
2.0 	6.300 	180.0 	30.0 
2.0 	6.333 	180.0 	30.0 
2.0 	6.833 	180.0 	30.0 
2.0 	6.200 	180.0 	30.0 
2.0 	6.900 	180.0 	30.0 
2.0 	5.917 	180.0 	30.0 
2.0 	7.083 	180.0 	30.0 
2.0 	6.417 	180.0 	30.0 
2.0 	6.700 	180.0 	30.0 
2.0 	7.900 	180.0 	30.0 
2.0 	6.300 	180.0 	30.0 
2.0 	6.250 	180.0 	30.0 
2.0 	6.400 	180.0 	30.0 
2.0 	8.750 	180.0 	30.0 
2.0 	6.417 	180.0 	30.0 
2.0 	5.833 	180.0 	30.0 
2.0 	7.400 	180.0 	30.0 
2.0 	6.600 	180.0 	30.0 
2.0 	7.000 	180.0 	30.0 
2.0 	7.700 	180.0 	30.0 
2.0 	6.700 	180.0 	30.0 
2.0 	7.200 	180.0 	30.0 
2.0 	6.800 	180.0 	30.0 
2.0 	7.000 	180.0 	30.0 
2.0 	6.875 	180.0 	30.0 
2.0 	6.700 	180.0 	30.0 
2.0 	6.800 	180.0 	30.0 
2.0 	7.300 	180.0 	30.0 
2.0 	7.500 	180.0 	30.0 
2.0 	7.100 	180.0 	30.0 
2.0 	7.000 	180.0 	30.0 
2.0 	6.083 	180.0 	30.0 
2.0 	7.200 	180.0 	30.0 
2.0 	7.900 	180.0 	30.0 
2.0 	8.000 	180.0 	30.0 
2.0 	7.100 	180.0 	30.0 
2.0 	6.417 	180.0 	30.0 
2.0 	7.700 	180.0 	30.0 
2.0 	8.200 	180.0 	30.0 
2.0 	6.167 	180.0 	30.0 
2.0 	6.833 	180.0 	30.0 
2.0 	7.900 	180.0 	30.0 
2.0 	7.600 	180.0 	30.0 
2.0 	6.583 	180.0 	30.0 
2.0 	8.000 	180.0 	30.0 
2.0 	6.500 	180.0 	30.0 
2.0 	7.500 	180.0 	30.0 
2.0 	8.125 	180.0 	30.0 
2.0 	8.300 	180.0 	30.0 
2.0 	8.400 	180.0 	30.0 
2.0 	7.200 	180.0 	30.0 
2.0 	7.417 	180.0 	30.0 
2.0 	7.100 	180.0 	30.0 
2.0 	7.700 	180.0 	30.0 
2.0 	6.800 	180.0 	30.0 
2.0 	7.083 	180.0 	30.0 
2.0 	7.800 	180.0 	30.0 
2.0 	7.250 	180.0 	30.0 
2.0 	6.875 	180.0 	30.0 
2.0 	7.300 	180.0 	30.0 
2.0 	7.167 	180.0 	30.0 
2.0 	6.900 	180.0 	30.0 
2.0 	8.400 	180.0 	30.0 
2.0 	7.625 	180.0 	30.0 
2.0 	8.000 	180.0 	30.0 
2.0 	6.400 	180.0 	30.0 
2.0 	7.000 	180.0 	30.0 
2.0 	6.200 	180.0 	30.0 
2.0 	7.100 	180.0 	30.0 
2.0 	7.400 	180.0 	30.0 
2.0 	7.300 	180.0 	30.0 
2.0 	7.100 	180.0 	30.0 
2.0 	7.625 	180.0 	30.0 
2.0 	7.600 	180.0 	30.0 
2.0 	6.700 	180.0 	30.0 
2.0 	8.700 	180.0 	30.0 
2.0 	8.250 	180.0 	30.0 
2.0 	6.400 	180.0 	30.0 
2.0 	6.100 	180.0 	30.0 
2.0 	7.125 	180.0 	30.0 
2.0 	7.400 	180.0 	30.0 
2.0 	7.300 	180.0 	30.0 
2.0 	7.200 	180.0 	30.0 
2.0 	7.000 	180.0 	30.0 
2.0 	6.100 	180.0 	30.0 
2.0 	6.250 	180.0 	30.0 
2.0 	7.300 	180.0 	30.0 
2.0 	7.333 	180.0 	30.0 
2.0 	6.750 	180.0 	30.0 
2.0 	7.600 	180.0 	30.0 
2.0 	6.700 	180.0 	30.0 
2.0 	6.500 	180.0 	30.0 
2.0 	6.800 	180.0 	30.0 
2.0 	6.333 	180.0 	30.0 
2.0 	6.700 	180.0 	30.0 
2.0 	6.750 	180.0 	30.0 
2.0 	6.833 	180.0 	30.0 
2.0 	7.250 	180.0 	30.0 
2.0 	6.100 	180.0 	30.0 
2.0 	6.900 	180.0 	30.0 
2.0 	6.667 	180.0 	30.0 
2.0 	8.000 	180.0 	30.0 
2.0 	5.917 	180.0 	30.0 
2.0 	6.500 	180.0 	30.0 
2.0 	7.800 	180.0 	30.0 
2.0 	6.100 	180.0 	30.0 
2.0 	7.000 	180.0 	30.0 
2.0 	6.200 	180.0 	30.0 
2.0 	6.417 	180.0 	30.0 
2.0 	6.417 	180.0 	30.0 
2.0 	6.700 	180.0 	30.0 
2.0 	7.500 	180.0 	30.0 
2.0 	6.417 	180.0 	30.0 
2.0 	6.900 	180.0 	30.0 
2.0 	6.800 	180.0 	30.0 
2.0 	6.900 	180.0 	30.0 
2.0 	6.600 	180.0 	30.0 
2.0 	6.800 	180.0 	30.0 
2.0 	7.400 	180.0 	30.0 
2.0 	6.833 	180.0 	30.0 
2.0 	7.600 	180.0 	30.0 
2.0 	7.700 	180.0 	30.0 
2.0 	7.800 	180.0 	30.0 
2.0 	6.600 	180.0 	30.0 
2.0 	7.500 	180.0 	30.0 
2.0 	7.900 	180.0 	30.0 
2.0 	6.500 	180.0 	30.0 
2.0 	7.500 	180.0 	30.0 
2.0 	6.700 	180.0 	30.0 
2.0 	8.300 	180.0 	30.0 
2.0 	6.400 	180.0 	30.0 
2.0 	7.125 	180.0 	30.0 
2.0 	7.300 	180.0 	30.0 
2.0 	7.125 	180.0 	30.0 
2.0 	6.800 	180.0 	30.0 
2.0 	8.300 	180.0 	30.0 
2.0 	8.000 	180.0 	30.0 
2.0 	6.500 	180.0 	30.0 
2.0 	6.375 	180.0 	30.0 
2.0 	7.900 	180.0 	30.0 
2.0 	7.600 	180.0 	30.0 
2.0 	6.333 	180.0 	30.0 
2.0 	7.500 	180.0 	30.0 
2.0 	8.000 	180.0 	30.0 
2.0 	8.375 	180.0 	30.0 
2.0 	8.600 	180.0 	30.0 
2.0 	7.300 	180.0 	30.0 
2.0 	6.900 	180.0 	30.0 
2.0 	8.100 	180.0 	30.0 
2.0 	6.100 	180.0 	30.0 
2.0 	7.800 	180.0 	30.0 
2.0 	7.300 	180.0 	30.0 
2.0 	7.625 	180.0 	30.0 
2.0 	6.700 	180.0 	30.0 
2.0 	7.400 	180.0 	30.0 
2.0 	7.800 	180.0 	30.0 
2.0 	6.600 	180.0 	30.0 
2.0 	7.200 	180.0 	30.0 
2.0 	7.100 	180.0 	30.0 
2.0 	7.400 	180.0 	30.0 
2.0 	7.400 	180.0 	30.0 
2.0 	6.250 	180.0 	30.0 
2.0 	7.125 	180.0 	30.0 
2.0 	7.500 	180.0 	30.0 
2.0 	8.500 	180.0 	30.0 
2.0 	7.000 	180.0 	30.0 
2.0 	7.200 	180.0 	30.0 
2.0 	7.600 	180.0 	30.0 
2.0 	6.900 	180.0 	30.0 
2.0 	8.200 	180.0 	30.0 
2.0 	7.600 	180.0 	30.0 
2.0 	10.000 	180.0 	30.0 
2.0 	6.875 	180.0 	30.0 
2.0 	6.700 	180.0 	30.0 
2.0 	7.100 	180.0 	30.0 
2.0 	6.100 	180.0 	30.0 
2.0 	7.500 	180.0 	30.0 
2.0 	6.900 	180.0 	30.0 
2.0 	6.900 	180.0 	30.0 
2.0 	8.125 	180.0 	30.0 
2.0 	6.100 	180.0 	30.0 
2.0 	7.400 	180.0 	30.0 
2.0 	7.375 	180.0 	30.0 
2.0 	6.900 	180.0 	30.0 
2.0 	6.900 	180.0 	30.0 
2.0 	7.600 	180.0 	30.0 
2.0 	6.400 	180.0 	30.0 
2.0 	6.200 	180.0 	30.0 
2.0 	8.000 	180.0 	30.0 
2.0 	7.200 	180.0 	30.0 
2.0 	7.100 	180.0 	30.0 
2.0 	8.250 	180.0 	30.0 
2.0 	7.375 	180.0 	30.0 
2.0 	6.583 	180.0 	30.0 
2.0 	7.700 	180.0 	30.0 
2.0 	8.125 	180.0 	30.0 
2.0 	8.100 	180.0 	30.0 
2.0 	7.400 	180.0 	30.0 
2.0 	6.500 	180.0 	30.0 
2.0 	7.800 	180.0 	30.0 
2.0 	6.667 	180.0 	30.0 
2.0 	7.700 	180.0 	30.0 
2.0 	5.900 	180.0 	30.0 
2.0 	7.200 	180.0 	30.0 
2.0 	7.000 	180.0 	30.0 
2.0 	7.800 	180.0 	30.0 
2.0 	6.300 	180.0 	30.0 
2.0 	6.600 	180.0 	30.0 
2.0 	7.000 	180.0 	30.0 
2.0 	7.800 	180.0 	30.0 
